sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The latest outbreak seems to have begun with one of the female patients, a transfer from Jen Chi Hospital in Taipei.	The outbreak seems to have begun with one of the roommates, a transfer from Taipei's Jen Chi Hospital.	[2, 3, 6, 7, 0, 0, 0]	[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 3, 3, 3, 3, 3, 7]	['The', 'latest', 'outbreak', 'seems', 'to', 'have', 'begun', 'with', 'one', 'of', 'the', 'female', 'patients', ',', 'a', 'transfer', 'from', 'Jen', 'Chi', 'Hospital', 'in', 'Taipei', '.']	"['The', 'outbreak', 'seems', 'to', 'have', 'begun', 'with', 'one', 'of', 'the', 'roommates', ',', 'a', 'transfer', 'from', 'Taipei', ""'s"", 'Jen', 'Chi', 'Hospital', '.\n']"	ebf352e2118b410594c5da2cd29414e0
The company said that with proper funding, ABthrax could be available for emergency use as early as the end of 2004.	Human Genome said ABthrax could be available for emergency use as early as the end of 2004.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'company', 'said', 'that', 'with', 'proper', 'funding', ',', 'ABthrax', 'could', 'be', 'available', 'for', 'emergency', 'use', 'as', 'early', 'as', 'the', 'end', 'of', '2004', '.']	['Human', 'Genome', 'said', 'ABthrax', 'could', 'be', 'available', 'for', 'emergency', 'use', 'as', 'early', 'as', 'the', 'end', 'of', '2004', '.\n']	5a8f282775c24df18d66a5123b070bc3
Microsoft has won a patent for an instant messaging feature that notifies users when the person they are communicating with is typing a message.	Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message.	[1, 2, 3, 6, 0, 0, 0]	[6, 2, 2, 6, 6, 6, 3, 3, 3, 3, 6, 2, 1, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6]	[6, 2, 2, 2, 6, 6, 6, 3, 3, 3, 3, 3, 6, 2, 0, 1, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6]	['Microsoft', 'has', 'won', 'a', 'patent', 'for', 'an', 'instant', 'messaging', 'feature', 'that', 'notifies', 'users', 'when', 'the', 'person', 'they', 'are', 'communicating', 'with', 'is', 'typing', 'a', 'message', '.']	['Microsoft', 'has', 'been', 'awarded', 'a', 'patent', 'for', 'a', 'feature', 'in', 'instant', 'messaging', 'that', 'alerts', 'a', 'user', 'when', 'the', 'person', 'they', 'are', 'communicating', 'with', 'is', 'inputting', 'a', 'message', '.\n']	843412b6257f465f9d517c99d197aec1
Carnival Corp. stock was trading at $31.29 during midday trading Wednesday, down 72 cents or 2.25 percent.	Carnival Corp. stock was down 2.5 percent, or 81 cents, at $31.20 on the New York Stock Exchange.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 0, 6, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 0, 0, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7]	['Carnival', 'Corp.', 'stock', 'was', 'trading', 'at', '$', '31.29', 'during', 'midday', 'trading', 'Wednesday', ',', 'down', '72', 'cents', 'or', '2.25', 'percent', '.']	['Carnival', 'Corp.', 'stock', 'was', 'down', '2.5', 'percent', ',', 'or', '81', 'cents', ',', 'at', '$', '31.20', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.\n']	3c0be967534942289c596c09991afc65
"""We're making these commitments first and foremost because we think it's the right thing to do,"" said Michael Mudd, spokesman for the Northfield-based company."	"""We're making these commitments first and foremost because we think it's the right thing to do,"" company spokesman Michael Mudd said yesterday."	[4, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 7, 4, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7]	"['``', 'We', ""'re"", 'making', 'these', 'commitments', 'first', 'and', 'foremost', 'because', 'we', 'think', 'it', ""'s"", 'the', 'right', 'thing', 'to', 'do', ',', ""''"", 'said', 'Michael', 'Mudd', ',', 'spokesman', 'for', 'the', 'Northfield-based', 'company', '.']"	"['``', 'We', ""'re"", 'making', 'these', 'commitments', 'first', 'and', 'foremost', 'because', 'we', 'think', 'it', ""'s"", 'the', 'right', 'thing', 'to', 'do', ',', ""''"", 'company', 'spokesman', 'Michael', 'Mudd', 'said', 'yesterday', '.\n']"	a05e8ebd09134d70a54e61f6bcbdd1d6
"""We're confident that the new leadership will take responsibility for the past actions of the Archdiocese of Boston,"" Lincoln said."	"""We are confident that the new leadership in Boston will be willing to take responsibility for the past actions of the archdiocese,' said Lincoln. """	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 0, 7, 7, 7, 7, 7, 7]	[0, 2, 2, 0, 0, 0, 0, 0, 0, 7, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 7, 0]	"['``', 'We', ""'re"", 'confident', 'that', 'the', 'new', 'leadership', 'will', 'take', 'responsibility', 'for', 'the', 'past', 'actions', 'of', 'the', 'Archdiocese', 'of', 'Boston', ',', ""''"", 'Lincoln', 'said', '.']"	"['``', 'We', 'are', 'confident', 'that', 'the', 'new', 'leadership', 'in', 'Boston', 'will', 'be', 'willing', 'to', 'take', 'responsibility', 'for', 'the', 'past', 'actions', 'of', 'the', 'archdiocese', ',', ""'"", 'said', 'Lincoln.', '``\n']"	9763dc374aa8452f957f01859718f6e9
The law does not regulate how much individuals can contribute to their own campaigns, a decided advantage for millionaires like Mr. Schwarzenegger and Mr. Ueberroth, both Republican candidates.	The law does not regulate how much individuals can contribute to their own campaigns, a decided advantage for millionaires such as Schwarzenegger and Ueberroth.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 2, 7]	['The', 'law', 'does', 'not', 'regulate', 'how', 'much', 'individuals', 'can', 'contribute', 'to', 'their', 'own', 'campaigns', ',', 'a', 'decided', 'advantage', 'for', 'millionaires', 'like', 'Mr.', 'Schwarzenegger', 'and', 'Mr.', 'Ueberroth', ',', 'both', 'Republican', 'candidates', '.']	['The', 'law', 'does', 'not', 'regulate', 'how', 'much', 'individuals', 'can', 'contribute', 'to', 'their', 'own', 'campaigns', ',', 'a', 'decided', 'advantage', 'for', 'millionaires', 'such', 'as', 'Schwarzenegger', 'and', 'Ueberroth', '.\n']	ec2f6086579c43dea96d64bbb441b993
Federal agents said Friday they are investigating the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week.	Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week.	[2, 6, 7, 0, 0, 0, 0]	[6, 2, 7, 0, 0, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 6, 7, 2, 2, 2, 2, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Federal', 'agents', 'said', 'Friday', 'they', 'are', 'investigating', 'the', 'theft', 'of', '1,100', 'pounds', 'of', 'an', 'explosive', 'chemical', 'from', 'construction', 'companies', 'in', 'Colorado', 'and', 'California', 'in', 'the', 'past', 'week', '.']	['Federal', 'investigators', 'are', 'looking', 'for', 'possible', 'connections', 'between', 'the', 'theft', 'of', '1,100', 'pounds', 'of', 'an', 'explosive', 'chemical', 'from', 'construction', 'companies', 'in', 'Colorado', 'and', 'California', 'in', 'the', 'past', 'week', '.\n']	e25fc7ea99ad4c308475634c0e4fd6fd
Although Prempro pills were used in the study, the researchers said they had no evidence that other brands were safer.	Athough Prempro pills were used in the study, the researchers say they have no evidence that other brands are safer.	[1, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 1, 6, 6, 6, 6, 6, 1, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 1, 6, 6, 6, 6, 6, 1, 6, 6]	['Although', 'Prempro', 'pills', 'were', 'used', 'in', 'the', 'study', ',', 'the', 'researchers', 'said', 'they', 'had', 'no', 'evidence', 'that', 'other', 'brands', 'were', 'safer', '.']	['Athough', 'Prempro', 'pills', 'were', 'used', 'in', 'the', 'study', ',', 'the', 'researchers', 'say', 'they', 'have', 'no', 'evidence', 'that', 'other', 'brands', 'are', 'safer', '.\n']	8881a6cdb4bf4731a242b50b491bbd6d
Drax faced a financial crisis late last year after it lost its most lucrative sales contract, held with insolvent utility TXU Europe.	Drax’s troubles began late last year when it lost its most lucrative sales contract, with the insolvent utility TXU Europe.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Drax', 'faced', 'a', 'financial', 'crisis', 'late', 'last', 'year', 'after', 'it', 'lost', 'its', 'most', 'lucrative', 'sales', 'contract', ',', 'held', 'with', 'insolvent', 'utility', 'TXU', 'Europe', '.']	['Drax’s', 'troubles', 'began', 'late', 'last', 'year', 'when', 'it', 'lost', 'its', 'most', 'lucrative', 'sales', 'contract', ',', 'with', 'the', 'insolvent', 'utility', 'TXU', 'Europe', '.\n']	036d6e72253a47ecb5e516f92112f496
Then they moved inside the mosque and started firing on the people,'' he told the Associated Press.	"""Then they moved inside the mosque and started firing on the people."""	[5, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 0, 7, 7, 7, 7, 7, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6]	"['Then', 'they', 'moved', 'inside', 'the', 'mosque', 'and', 'started', 'firing', 'on', 'the', 'people', ',', ""''"", 'he', 'told', 'the', 'Associated', 'Press', '.']"	"['``', 'Then', 'they', 'moved', 'inside', 'the', 'mosque', 'and', 'started', 'firing', 'on', 'the', 'people', '.', ""''\n""]"	9b82c7d8248245269f488eda136ecac4
Burns believed that confessing a crime he did not commit was the only way out, Richardson said.	To the frightened Burns, Richardson said, confessing a crime he did not commit looked like the only out.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5]	['Burns', 'believed', 'that', 'confessing', 'a', 'crime', 'he', 'did', 'not', 'commit', 'was', 'the', 'only', 'way', 'out', ',', 'Richardson', 'said', '.']	['To', 'the', 'frightened', 'Burns', ',', 'Richardson', 'said', ',', 'confessing', 'a', 'crime', 'he', 'did', 'not', 'commit', 'looked', 'like', 'the', 'only', 'out', '.\n']	dfe5467297e84316b225700039b31af1
Moore of Alabama says he will appeal his case to the nation's highest court.	Moore has said he plans to appeal the matter to the U.S. Supreme Court.	[1, 2, 6, 7, 0, 0, 0]	[0, 7, 7, 1, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0]	[7, 1, 1, 7, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 7]	"['Moore', 'of', 'Alabama', 'says', 'he', 'will', 'appeal', 'his', 'case', 'to', 'the', 'nation', ""'s"", 'highest', 'court', '.']"	['Moore', 'has', 'said', 'he', 'plans', 'to', 'appeal', 'the', 'matter', 'to', 'the', 'U.S.', 'Supreme', 'Court', '.\n']	7ae3e5ba0258485a855287e22ac6c76d
Police say CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the United States.	Mr McKinlay said that CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the US.	[1, 2, 6, 7, 0, 0, 0]	[2, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7]	[2, 2, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]	['Police', 'say', 'CIBA', 'was', 'involved', 'in', 'the', 'importation', 'of', 'qat', ',', 'a', 'narcotic', 'substance', 'legal', 'in', 'Britain', 'but', 'banned', 'in', 'the', 'United', 'States', '.']	['Mr', 'McKinlay', 'said', 'that', 'CIBA', 'was', 'involved', 'in', 'the', 'importation', 'of', 'qat', ',', 'a', 'narcotic', 'substance', 'legal', 'in', 'Britain', 'but', 'banned', 'in', 'the', 'US', '.\n']	df60b5f005a74237b597a23b00a60f5c
"""Any decision on Charleroi will have huge implications for regional airports in France,"" he said."	"""A bad decision on Charleroi would have huge implications for state-owned regional airports in France."	[1, 2, 5, 6, 7, 0, 0]	[7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 7]	"['``', 'Any', 'decision', 'on', 'Charleroi', 'will', 'have', 'huge', 'implications', 'for', 'regional', 'airports', 'in', 'France', ',', ""''"", 'he', 'said', '.']"	['``', 'A', 'bad', 'decision', 'on', 'Charleroi', 'would', 'have', 'huge', 'implications', 'for', 'state-owned', 'regional', 'airports', 'in', 'France', '.\n']	99ec548174a041caa56d309f79966124
For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.	Anhalt said children typically treat a 20-ounce soda bottle as one serving, while it actually contains 2.5.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['For', 'example', ',', 'Anhalt', 'said', ',', 'children', 'typically', 'treat', 'a', '20-ounce', 'soda', 'bottle', 'as', 'one', 'serving', ',', 'although', 'it', 'actually', 'contains', '2', '½', '8-ounce', 'servings', '.']	['Anhalt', 'said', 'children', 'typically', 'treat', 'a', '20-ounce', 'soda', 'bottle', 'as', 'one', 'serving', ',', 'while', 'it', 'actually', 'contains', '2.5', '.\n']	3f4e374d553a463d83085d0f70303dfb
The board is investigating whether a shortage of funds in the shuttle program compromised safety.	The board is investigating whether this compromised safety on the shuttle.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7]	['The', 'board', 'is', 'investigating', 'whether', 'a', 'shortage', 'of', 'funds', 'in', 'the', 'shuttle', 'program', 'compromised', 'safety', '.']	['The', 'board', 'is', 'investigating', 'whether', 'this', 'compromised', 'safety', 'on', 'the', 'shuttle', '.\n']	f2937561201a492384a54ca32ac5683f
Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter.	The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter.	[5, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7]	[5, 5, 7, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0]	['Big', 'Blue', 'says', 'the', 'SEC', 'calls', 'the', 'action', 'a', 'fact-finding', 'investigation', 'and', 'has', 'not', 'reached', 'any', 'conclusions', 'related', 'to', 'this', 'matter', '.']	['The', 'SEC', 'specifically', 'advised', 'IBM', 'that', 'this', 'is', 'a', 'fact-finding', 'investigation', 'and', 'that', 'it', 'has', 'not', 'reached', 'any', 'conclusions', 'related', 'to', 'this', 'matter', '.\n']	40a048fc874d450ba7ee210b2d92ba03
Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.	Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time that real anthrax attacks were killing people in 2001.	[4, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 4, 4, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 0]	['Prosecutors', 'said', 'there', 'is', 'no', 'question', 'Waagner', 'was', 'behind', 'the', 'letters', ',', 'which', 'were', 'sent', 'at', 'the', 'same', 'time', 'of', 'the', 'anthrax', 'attacks', '.']	['Prosecutors', 'said', 'there', 'is', 'no', 'question', 'Waagner', 'was', 'behind', 'the', 'letters', ',', 'which', 'were', 'sent', 'at', 'the', 'same', 'time', 'that', 'real', 'anthrax', 'attacks', 'were', 'killing', 'people', 'in', '2001', '.\n']	969aeed567e345748a50ae0b155e83a7
Even later in life, he was still cashing in: lately, he earned money by calling fans on the telephone with the service www.HollywoodIsCalling.com.	Lately, he had earned money by calling fans on the telephone, taking part in the service www.HollywoodIsCalling.com.	[1, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 7]	['Even', 'later', 'in', 'life', ',', 'he', 'was', 'still', 'cashing', 'in', ':', 'lately', ',', 'he', 'earned', 'money', 'by', 'calling', 'fans', 'on', 'the', 'telephone', 'with', 'the', 'service', 'www.HollywoodIsCalling.com', '.']	['Lately', ',', 'he', 'had', 'earned', 'money', 'by', 'calling', 'fans', 'on', 'the', 'telephone', ',', 'taking', 'part', 'in', 'the', 'service', 'www.HollywoodIsCalling.com', '.\n']	2a1c85f9928440388f36528d050ce907
That triggered a 47-hour police standoff that inconvenienced thousands of commuters, as traffic backed up in Downtown Washington and northern Virginia.	His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 6, 6, 3, 3, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 2, 6, 6, 6, 6, 6]	[2, 2, 2, 2, 6, 6, 3, 3, 3, 6, 7, 7, 7, 7, 6, 2, 6, 6, 6, 6, 6]	['That', 'triggered', 'a', '47-hour', 'police', 'standoff', 'that', 'inconvenienced', 'thousands', 'of', 'commuters', ',', 'as', 'traffic', 'backed', 'up', 'in', 'Downtown', 'Washington', 'and', 'northern', 'Virginia', '.']	['His', 'protest', 'led', 'to', 'a', '47-hour', 'standoff', 'with', 'police', 'that', 'caused', 'huge', 'traffic', 'jams', 'in', 'downtown', 'Washington', 'and', 'northern', 'Virginia', '.\n']	84417c924e984faba322f647fb88c5de
Myanmar's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery, her personal physician said Friday.	Burma pro-democracy leader Aung San Suu Kyi will be released from a hospital after recovering from surgery but remain under detention at home, her personal physician said today.	[2, 3, 4, 6, 0, 0, 0]	[4, 4, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6]	[4, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6]	"['Myanmar', ""'s"", 'pro-democracy', 'leader', 'Aung', 'San', 'Suu', 'Kyi', 'will', 'be', 'kept', 'under', 'house', 'arrest', 'following', 'her', 'release', 'from', 'a', 'hospital', 'where', 'she', 'underwent', 'surgery', ',', 'her', 'personal', 'physician', 'said', 'Friday', '.']"	['Burma', 'pro-democracy', 'leader', 'Aung', 'San', 'Suu', 'Kyi', 'will', 'be', 'released', 'from', 'a', 'hospital', 'after', 'recovering', 'from', 'surgery', 'but', 'remain', 'under', 'detention', 'at', 'home', ',', 'her', 'personal', 'physician', 'said', 'today', '.\n']	03db0cacbcec4e09a390dfa9bd60b158
The search feature works with around 120,000 titles from 190 publishers, which translates into some 33 million pages of searchable text.	The feature, which has the approval of book publishers, puts some 33 million pages of searchable text at the disposal of Amazon.com shoppers.	[2, 6, 7, 0, 0, 0, 0]	[0, 7, 0, 2, 2, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 0, 0, 7]	['The', 'search', 'feature', 'works', 'with', 'around', '120,000', 'titles', 'from', '190', 'publishers', ',', 'which', 'translates', 'into', 'some', '33', 'million', 'pages', 'of', 'searchable', 'text', '.']	['The', 'feature', ',', 'which', 'has', 'the', 'approval', 'of', 'book', 'publishers', ',', 'puts', 'some', '33', 'million', 'pages', 'of', 'searchable', 'text', 'at', 'the', 'disposal', 'of', 'Amazon.com', 'shoppers', '.\n']	7d3c843a3410443ba1dd9e190351c4cf
"""Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush."""	"""Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites)."""	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 0, 0, 2, 7, 7, 7, 7, 7, 7, 0, 0]	"['``', 'Today', ',', 'we', 'are', 'trying', 'to', 'convey', 'this', 'problem', 'to', 'Russian', 'President', 'Vladimir', 'Putin', 'and', 'US', 'President', 'George', 'W', 'Bush', '.', ""''""]"	"['``', 'Today', ',', 'we', 'are', 'trying', 'to', 'convey', 'this', 'problem', 'to', 'Russian', 'President', 'Vladimir', 'Putin', '(', 'news', '-', 'web', 'sites', ')', 'and', 'President', 'Bush', '(', 'news', '-', 'web', 'sites', ')', '.', ""''\n""]"	78bcd8a8040e4c0aa8b8969f20b53cdf
She was arraigned in New York state on three counts of murder and ordered held without bail.	She was arraigned on three counts of second-degree murder and ordered held without bail in Sullivan County Jail.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 0]	['She', 'was', 'arraigned', 'in', 'New', 'York', 'state', 'on', 'three', 'counts', 'of', 'murder', 'and', 'ordered', 'held', 'without', 'bail', '.']	['She', 'was', 'arraigned', 'on', 'three', 'counts', 'of', 'second-degree', 'murder', 'and', 'ordered', 'held', 'without', 'bail', 'in', 'Sullivan', 'County', 'Jail', '.\n']	f3aa7a8a17064deb99c17bf3223904a2
Between 1993 and 2002, 142 allegations of sexual assault were reported.	From 1993 to 2002, there were 142 reported sexual assaults at the academy.	[2, 3, 4, 6, 7, 0, 0]	[2, 7, 2, 7, 0, 4, 4, 4, 4, 4, 4, 4, 7]	[2, 0, 2, 0, 0, 4, 4, 4, 4, 4, 4, 7, 7, 7, 0]	['Between', '1993', 'and', '2002', ',', '142', 'allegations', 'of', 'sexual', 'assault', 'were', 'reported', '.']	['From', '1993', 'to', '2002', ',', 'there', 'were', '142', 'reported', 'sexual', 'assaults', 'at', 'the', 'academy', '.\n']	107e1d5341d94b608b0d4f5ab5e6797e
"WHO spokeswoman Maria Cheng agreed, saying: ""It looks very much like an isolated event."""	"""It looks very much like an isolated event,"" World Health Organization spokeswoman Maria Cheng said."	[2, 6, 7, 0, 0, 0, 0]	[2, 6, 6, 6, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 6, 6, 6, 2, 6]	"['WHO', 'spokeswoman', 'Maria', 'Cheng', 'agreed', ',', 'saying', ':', '``', 'It', 'looks', 'very', 'much', 'like', 'an', 'isolated', 'event', '.', ""''""]"	"['``', 'It', 'looks', 'very', 'much', 'like', 'an', 'isolated', 'event', ',', ""''"", 'World', 'Health', 'Organization', 'spokeswoman', 'Maria', 'Cheng', 'said', '.\n']"	48d50122d6544d97aefa2083ed3325ae
"On Thursday, Lee won a preliminary injunction in New York preventing Viacom from using the name ""Spike TV."""	On Thursday, a New York City judge ordered Viacom to stop using the name Spike TV pending a trial.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 5]	[6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 7, 7, 7, 6]	"['On', 'Thursday', ',', 'Lee', 'won', 'a', 'preliminary', 'injunction', 'in', 'New', 'York', 'preventing', 'Viacom', 'from', 'using', 'the', 'name', '``', 'Spike', 'TV', '.', ""''""]"	['On', 'Thursday', ',', 'a', 'New', 'York', 'City', 'judge', 'ordered', 'Viacom', 'to', 'stop', 'using', 'the', 'name', 'Spike', 'TV', 'pending', 'a', 'trial', '.\n']	f5320752d413476f8a08e15d930513f5
The state has received 19 entries in a competition for a World Trade Center Memorial and is working with families of victims to select a winner.	The state has received 19 entries in that competition and is working with families of victims to select a winner.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'state', 'has', 'received', '19', 'entries', 'in', 'a', 'competition', 'for', 'a', 'World', 'Trade', 'Center', 'Memorial', 'and', 'is', 'working', 'with', 'families', 'of', 'victims', 'to', 'select', 'a', 'winner', '.']	['The', 'state', 'has', 'received', '19', 'entries', 'in', 'that', 'competition', 'and', 'is', 'working', 'with', 'families', 'of', 'victims', 'to', 'select', 'a', 'winner', '.\n']	c88147c9f1474fa4b1d49b39d444c57e
